transaction_id,supplier_id,date,order_value,delay_days,defect_rate,cost_variance
45,2001,2024-04-18,2481.8204226139705,1,0.034173840729919434,-0.8883700022594156
46,2001,2024-07-02,1980.904386243035,4,0.04335885723305212,0.32576711706712436
47,2001,2023-09-04,2405.7226795137026,0,0.014568492579600058,-0.3501926956529968
48,2001,2023-11-13,1978.0641694702977,2,0.03842260510833639,-0.39890690180169686
49,2001,2023-07-28,3708.9434271704786,6,0.026506241330809713,-0.30012323649113704
50,2001,2024-06-03,4143.290223336422,6,0.017416143472467477,-0.08635420461339671
51,2001,2023-01-04,3334.045451739578,0,0.022848024031523684,0.412496207754651
52,2001,2024-12-12,4671.3005547099865,3,0.012922824230585689,-0.6371454307295057
53,2001,2023-03-31,3036.448543380543,5,0.04199522840679017,0.2619152190839278
54,2001,2023-06-04,1078.76279139801,3,0.023199250869572256,0.30765608781090314
55,2001,2023-09-28,3748.5503424122717,4,0.029289956677892456,-0.8925306019173389
56,2001,2023-06-10,3511.150154873225,1,0.03016120544553317,0.4508265899117687
57,2001,2024-12-03,2561.9768184299273,1,0.04342901632166417,-0.3849955395162097
58,2001,2023-08-30,4455.14727295359,7,0.010579227694577878,0.5254856877735141
59,2001,2023-11-21,4309.470006355231,5,0.037235881751620695,0.8054682829779567
60,2001,2024-10-31,1806.9364261864655,0,0.02407796696461966,-0.5417189950156847
61,2001,2023-10-06,4379.673371302913,0,0.03985640542279373,0.7381056649387274
62,2001,2024-04-27,2390.4915957698595,7,0.016158030522385382,0.9365654161027097
63,2001,2024-07-20,2795.6943960426643,1,0.03919609615236752,0.30833393488743566
64,2001,2024-11-12,1571.387329532977,7,0.04376710572654509,0.9569265954896797
65,2001,2023-05-08,4864.994263773675,6,0.02345616019207627,0.8518978333860374
66,2001,2024-11-28,1532.9780345950676,3,0.047588897808356595,-0.9117993651064222
67,2001,2023-04-25,2636.3108495702636,1,0.04372027220798651,0.45246147589170205
68,2001,2023-09-25,3883.7083270319044,1,0.021093812527239457,-0.15757224203961062
69,2001,2024-06-28,3358.1997347841834,0,0.025565504359025416,0.011950464909616931
70,2001,2023-03-19,3161.397934642787,6,0.04297080020707531,0.4499558420516574
71,2001,2023-12-21,3641.9530485073096,2,0.011435357034200707,-0.6892295773476846
72,2002,2023-02-28,4546.107342955811,0,0.040630204419971915,-0.6392311639589461
73,2002,2024-11-07,1260.6240510190316,7,0.0165092679533378,0.6748111835483908
74,2002,2024-12-31,4892.426008312217,3,0.040204197424082745,0.5692091721815189
75,2002,2024-03-17,1117.5375096496625,6,0.04498552725689965,0.3622991313709547
76,2002,2023-04-06,2396.186576436682,2,0.029983229571445898,0.9001151994559067
77,2002,2024-02-22,1216.3508763211141,1,0.017667989342167893,-0.6996983184260619
78,2002,2024-08-13,3152.9876390873515,2,0.019425050299182407,-0.846532026296914
79,2002,2023-07-13,3059.996984149559,7,0.04345017830486922,0.3638932657414138
80,2002,2023-10-21,1146.894735493257,1,0.011810801446350055,0.07617028982059226
81,2002,2024-08-20,1565.6675148054787,2,0.038289304468825655,-0.5051088397156851
82,2002,2023-08-15,2759.8414181991348,5,0.034811619982169174,0.9454747944418409
83,2002,2024-01-30,1788.0235044268602,7,0.04647356385997156,-0.29844982772739925
84,2002,2024-07-15,1647.6965240734899,6,0.026834541871642532,0.6829579765687712
85,2002,2024-05-07,1175.1446985828618,4,0.015478851601214458,0.1798799616203166
86,2002,2023-04-27,2634.320480127062,4,0.02913112430201277,0.6441078317400233
87,2002,2024-07-14,1669.0862608785596,2,0.022880896238512693,-0.5889817911366482
88,2002,2024-06-29,1397.291547808654,1,0.03097420699015401,-0.5748554996308193
89,2002,2024-02-24,4617.5070990606855,4,0.01184122803075791,0.794548939009259
90,2002,2024-02-16,3350.9387974416377,7,0.04446387255192878,-0.9416591381899595
91,2002,2024-02-23,2332.0426665155446,7,0.030044405997638766,-0.5657763855907529
92,2002,2024-08-13,2690.3858578909644,7,0.011181307412152041,0.1743685004498503
93,2002,2024-05-21,4718.933372834288,5,0.013032335865433606,0.6836464873309513
94,2002,2024-11-12,3991.1199732382343,4,0.019199444190112887,0.0362354005177985
95,2002,2023-12-07,2255.033720616045,3,0.0346314489596479,-0.5736540180192853
96,2002,2024-09-13,2743.553898941081,0,0.041563008086753526,-0.06706459283325783
97,2002,2023-07-17,3694.2196827884286,0,0.045393458090687094,0.8762768972983275
98,2002,2024-04-14,4938.950592965452,1,0.045342276680225876,-0.5128397569296357
99,2002,2024-12-24,2633.218917348444,2,0.02499223196043012,-0.6955425835760012
100,2002,2023-09-09,1281.8234541998859,5,0.02182974158159675,0.7199234792264311
101,2002,2024-06-20,1155.9336661376394,0,0.018618631618529592,-0.3069044435601449
102,2002,2023-02-14,3592.6397037299366,6,0.032526657121549334,0.5923659053220462
103,2002,2023-11-23,3747.8548112785943,6,0.04558014264366765,-0.02619605420668658
104,2002,2024-09-14,3143.6801491842534,5,0.04350584690527703,-0.9886136481411842
105,2002,2023-06-23,1970.2852186162,1,0.01886027895916755,0.12309258985922344
106,2002,2024-08-11,3870.4494136911867,5,0.020099801163901657,0.01204190638790048
107,2002,2023-03-06,3957.0803843712847,2,0.03889208996073545,-0.06337538801151621
108,2002,2023-04-12,3824.7742401184687,4,0.03236266232630324,-0.8431784018004336
109,2002,2023-01-26,4811.214477691519,7,0.04902616782819121,-0.6759720860205827
110,2002,2023-02-07,2671.3077120147636,4,0.03478362809673661,0.13624024423119074
111,2002,2023-11-04,2498.9275495644415,3,0.04614218738688418,0.3543605256811506
112,2002,2023-06-25,1450.517188491966,3,0.03678253678221801,-0.564018474789973
113,2002,2024-01-27,1344.3786270560404,5,0.024397288636712706,-0.9007854245248981
114,2002,2024-12-03,1586.4654873393279,3,0.02812264737563238,0.966404763456769
115,2002,2023-03-01,4367.469635449277,1,0.01052819832893631,0.7377888891082143
116,2002,2024-05-12,2133.658631523883,5,0.017905512248552538,-0.3807342867460106
117,2002,2024-08-14,3116.935906152935,5,0.029307410066600016,0.2597435890551272
118,2002,2023-12-26,1667.0845184136801,3,0.024971833451367328,0.16497537491195113
119,2002,2024-05-26,4243.126489955618,2,0.02473782293294946,0.6787645506192495
120,2002,2024-06-22,2667.2367490281667,7,0.04769952384632591,-0.4072745328333731
121,2002,2023-05-31,2474.410225083927,5,0.036109202863375364,0.1668320771962848
122,2002,2024-01-14,2416.679063059365,2,0.029372214818172565,0.3286425408996627
123,2002,2023-01-10,1225.3589042079739,1,0.03425609489097364,0.49356555370226385
124,2002,2024-03-10,4175.881862375771,4,0.018551368580737346,0.28221006925527425
125,2002,2023-05-22,3924.5389447203597,3,0.013802479567761964,-0.8598541524279577
126,2002,2023-06-25,4543.819897651181,4,0.024452981349531673,0.4068643191093402
127,2002,2023-05-15,3240.5914460960553,1,0.02350985664989337,-0.3086944707535202
128,2002,2024-05-26,4621.850562335347,2,0.028139325699940765,-0.03494024020527875
129,2002,2023-07-06,4916.586522306991,1,0.026467561746122782,-0.2611066396662729
130,2002,2023-11-07,1319.8523560851725,5,0.025511295344262296,-0.6441370783704798
131,2002,2024-06-05,1525.36719395713,7,0.024706945015463267,-0.6823799464347748
132,2002,2023-09-17,2230.2539142822734,4,0.03751915657499071,0.6768800825602486
133,2002,2024-10-05,2219.2899706852886,6,0.024123908320033142,0.46128270177094133
134,2002,2024-02-02,4111.330798849096,1,0.01708124218398432,-0.19648713958593467
135,2002,2023-05-23,1011.7657736649761,1,0.026023883528313932,0.7864049944000426
136,2002,2023-02-01,1229.853535667163,6,0.02558518173704937,-0.4693120583376893
137,2002,2023-11-22,1147.106501660852,2,0.026020142518929548,-0.5243826780984286
138,2002,2023-07-15,4323.878217775773,0,0.0357450142592414,-0.046862767093594826
139,2002,2023-11-27,3835.2266797189745,5,0.013975344588250423,0.5139564658138192
140,2002,2024-07-25,2194.368462222922,3,0.030110948033189998,-0.8116446714491894
141,2002,2024-01-24,4258.221755270537,0,0.030418671562659788,-0.116058189069838
142,2002,2023-10-09,1539.5660785070406,2,0.03539502492005964,-0.29538027797636257
143,2002,2024-02-20,3730.835462225287,7,0.04049828381985398,-0.9865043774227156
144,2002,2023-08-05,2036.2382152482667,1,0.03711656651444686,-0.32780025868541696
145,2002,2024-06-29,4000.501516130911,4,0.03227913074357926,0.7164805495289421
146,2002,2023-02-09,3282.3279663140456,4,0.04557596915619108,-0.5450428504073785
147,2002,2024-11-17,4175.919599923001,3,0.011357864667885638,-0.8454654685838721
148,2002,2023-05-16,2583.609980932558,7,0.017430668049216235,0.8883866993831682
149,2002,2023-03-31,4118.733954392515,5,0.039746623081978204,-0.01600439521299246
150,2002,2024-03-12,2960.1942703219065,0,0.03324442662543128,0.19325273522854136
151,2002,2023-06-23,4592.105487722021,2,0.014833387362153477,0.019228230874299257
152,2002,2024-07-14,4982.088105503276,1,0.029257180660371106,0.675625507805919
153,2002,2024-02-29,3414.6218072406077,5,0.036574997760723975,-0.45507721567859427
154,2002,2024-08-23,4323.7329933588435,4,0.01977865171207529,0.3467248787997059
155,2002,2023-12-30,1352.5202732484117,0,0.010754081850215785,-0.05530757464856806
156,2002,2023-07-08,4755.980521828411,3,0.023022992777593274,-0.35569396259774266
157,2002,2023-11-28,1208.1228951618682,4,0.037011424259843995,0.4434813223860934
158,2003,2023-05-12,4614.87100186689,7,0.02748594444869272,-0.7809666757253342
159,2003,2023-03-28,1150.4282319792019,7,0.045230756259405355,0.30451128728557286
160,2003,2023-04-17,4661.987067774455,6,0.04522387607727608,-0.05951880094260331
161,2003,2023-03-15,3681.3615996084495,0,0.03980263564039037,-0.1555756933452086
162,2003,2024-09-13,1615.6718626073418,1,0.021363304606750493,0.09695427224142272
163,2003,2023-11-26,2022.9434543738573,3,0.045669391864261014,0.16150072769421908
164,2003,2024-01-22,3874.694441069025,6,0.04448124227567342,0.7931256410872671
165,2003,2024-07-25,4830.436973711011,3,0.035100334003988445,0.9979611488285016
166,2003,2024-04-15,4162.029512700516,2,0.020832964775676328,0.9811010591536673
167,2003,2023-07-26,4206.022454026443,3,0.02012459333651806,-0.9362054746818458
168,2003,2023-01-02,4811.23918069373,5,0.032273280285232915,0.10541984595903142
169,2003,2024-07-17,1189.5112969441693,4,0.03556153282375348,0.00020734362937102624
170,2003,2024-02-18,4217.179820336958,5,0.012781988685611357,0.12586196806520134
171,2003,2024-06-01,2634.7205215970107,1,0.032070747942530405,-0.28307310574490874
172,2003,2023-02-11,4997.50147936233,0,0.028012953828643376,-0.3083525819633721
173,2003,2024-05-08,1758.9024524170582,3,0.046941107025697086,-0.7914118007809445
174,2003,2024-05-28,2761.374986492244,6,0.0374480218567855,-0.7151888974167717
175,2003,2024-01-21,4725.984697894844,3,0.01235499582365049,-0.5638007641437419
176,2003,2024-11-29,1308.7811486395751,6,0.02646047535830335,0.19451713244090652
177,2003,2023-06-08,3924.5671097249365,3,0.04513733089145309,-0.2935031684082554
178,2003,2023-03-31,3809.850949456856,1,0.0119446549880564,0.6385236888516435
179,2003,2024-06-02,2273.1025638399396,7,0.018865693824291423,-0.27792713735746344
180,2003,2024-03-14,1456.2797087536294,0,0.021748203813767693,-0.9824219004472676
181,2003,2023-07-01,2013.0547837903982,0,0.043508511251046725,0.6155120544844663
182,2003,2023-06-14,2530.2706336999245,2,0.027227188568077015,-0.6348251727279253
183,2003,2023-08-27,2267.4965405169187,5,0.02669473843035891,-0.8670632596882462
184,2003,2024-08-11,2351.54962402812,4,0.02982685147720876,-0.9865573482910253
185,2003,2024-05-23,2752.3007932643814,7,0.018747563691906895,-0.5732021229695956
186,2003,2023-08-03,1996.9557801368337,1,0.015133029138048214,0.8896265777398662
187,2003,2023-11-05,1676.298897432061,3,0.03270450166787207,-0.6569852025481748
188,2003,2023-12-10,2043.6718358447577,5,0.037071002184300296,0.006531375939606843
189,2003,2024-08-10,1629.1515291421504,1,0.013300269139123251,0.7637878266401084
190,2003,2023-08-14,1967.5648215821968,4,0.04835894301906676,0.7847281989109991
191,2003,2024-11-07,1639.91051443998,1,0.030148220467566142,-0.7621592579575882
192,2003,2023-04-28,1443.352317920421,2,0.03785183093314741,-0.45689899373148246
193,2003,2024-12-17,4865.552726288353,6,0.04356983722298739,-0.8149595484859233
194,2003,2023-09-01,2562.2294299569926,4,0.014968693522346765,0.11078447741418085
195,2003,2024-07-22,1648.4200657081196,5,0.04327067907170867,-0.4846103062550198
196,2003,2023-11-12,3042.266228568278,3,0.041298151885938626,0.07667771948719171
197,2003,2023-06-26,3115.293679558683,6,0.044193603620999354,-0.5097991733105145
198,2003,2024-05-03,1508.399925440187,4,0.032409788841466,-0.7432401752131295
199,2003,2023-02-24,2324.6297560949265,7,0.02305759312818985,0.8960890109908692
200,2003,2023-07-16,2503.6571695743414,1,0.028764421468880877,0.894684506918721
201,2003,2024-11-16,4313.521542598165,0,0.03687999743367308,-0.4653774269616937
202,2003,2024-01-21,1533.0595811997096,0,0.023358507822963878,-0.6803597973691247
203,2003,2024-12-23,4841.600088880576,2,0.01803750770904089,-0.37866602975207897
204,2003,2023-07-19,3645.680026706084,5,0.027504902825113746,0.17966368600663452
205,2003,2024-07-03,4395.384407145304,6,0.033525924336992134,-0.006043800881858408
206,2003,2023-08-18,4342.310567008335,4,0.041918632629105224,0.9623213501909575
207,2003,2023-12-14,4794.424230740253,4,0.04668756140088693,-0.010349892930504145
208,2003,2023-06-01,3948.609779504582,4,0.0340208588563933,0.4759987341472014
209,2003,2023-08-29,2503.043313592577,1,0.04644426813795304,0.7446171883574502
210,2003,2024-10-14,3818.6628028425366,1,0.020449148414488375,0.002138792688607394
211,2003,2023-08-19,1870.8230066821923,0,0.01410080178212909,0.15592216458140906
212,2003,2023-04-21,2918.3837088531313,6,0.01989967178400337,-0.10664797633327017
213,2003,2023-08-12,1553.5726732305677,0,0.030912095179491728,0.9407435577057499
214,2003,2023-10-18,4295.128789552316,3,0.010177585013239777,-0.8167609812928929
215,2003,2023-01-06,1102.3027566169642,4,0.022337080760154428,0.9612859398761391
216,2003,2023-12-07,2841.61504689856,4,0.026389811090091343,-0.18356214722777664
217,2003,2024-02-28,4299.257401684155,6,0.033268200225375945,-0.761296343064592
218,2003,2024-05-01,2778.933415291729,5,0.015856180506501484,0.3321454793784371
219,2003,2024-02-02,1489.4772235034254,2,0.013467560302546654,0.40672164337066463
220,2003,2023-09-30,2645.0335610287775,2,0.04984443152258886,0.06809831020818358
221,2003,2024-05-02,4116.0582885886,7,0.04474516762783312,0.5974947850187395
222,2003,2024-12-01,1856.3474612400873,6,0.037214702141915725,-0.9907511031443668
223,2003,2024-04-11,4183.194712600916,2,0.018633304434471698,0.9734457008761246
224,2003,2023-07-22,4776.584263716653,7,0.03340464928464345,-0.6790646275759313
225,2003,2023-02-06,3813.6068638901897,1,0.02669815022121779,-0.06646214056107591
226,2003,2023-08-08,2219.8733310728776,2,0.04476661659524887,-0.06115994775655009
227,2003,2023-07-23,4224.6297608490695,1,0.04227197296456927,0.11405281843117265
228,2003,2024-09-14,2544.5102109810605,3,0.03748265558401964,0.36180675013386754
229,2003,2023-12-02,1727.7710201189213,4,0.04056604260574483,-0.6696469036218484
230,2003,2024-07-15,2296.4294266396782,0,0.04480843496521454,0.14333612052221256
231,2003,2024-07-31,2026.3967748386965,4,0.04695697606383114,0.3211548611540904
232,2003,2023-05-11,3218.0421338364436,6,0.04973281574793273,0.6911066613822205
233,2003,2023-08-07,3708.771217734277,6,0.013269221116352665,-0.2711084617612989
234,2003,2023-07-14,3008.6735076041914,5,0.034706220475525365,0.27975618600010566
235,2003,2023-06-16,3900.459384108735,5,0.0464095548485201,0.13655417461245722
236,2003,2023-08-29,4921.075728143155,3,0.014527921386523248,-0.0686421026968389
237,2003,2023-05-16,1406.6904877864763,6,0.03969799896138329,0.6136512371782008
238,2003,2024-12-21,3092.627576241703,6,0.027301248515607487,-0.8660101214437996
239,2003,2024-09-18,3258.4513076839517,5,0.020193109691086453,-0.8353362608221615
240,2003,2024-12-07,3934.837327942067,7,0.039737717688315674,-0.257839821847619
241,2003,2023-04-30,1737.8981353793588,7,0.03051557825492847,-0.8130872546660282
242,2003,2024-02-11,4113.7674410927375,4,0.02903817200969014,0.9219261477454936
243,2003,2023-12-22,1436.0817523485773,1,0.03791838379354775,0.6071231843802052
244,2003,2024-10-19,3907.4944840460275,5,0.02845817449052509,0.09222004277779283
245,2003,2024-07-24,3460.754710938707,5,0.012364217459022258,0.991346118118585
246,2003,2024-04-21,2019.6304706337219,6,0.035736295517798486,-0.7471337932249031
247,2003,2024-05-01,1671.4529519495259,4,0.02964419470233682,-0.4229985340621629
248,2004,2023-12-04,3016.9606337655455,2,0.014087255127091393,-0.16141007633568116
249,2004,2024-06-23,2074.4062667360886,2,0.03327608955927051,-0.6565889723070373
250,2004,2023-02-07,4849.28692971948,2,0.03176846075996226,0.4039045481266068
251,2004,2023-08-06,4729.46492531148,7,0.023814710706318652,0.031433489278310356
252,2004,2023-06-28,4146.365424658463,5,0.012776403235604175,0.5064427396689759
253,2004,2024-09-12,1469.9176829040575,7,0.02556520218420992,0.39398573776640045
254,2004,2024-01-26,1239.487303935145,5,0.03659931435886837,0.9438287111999855
255,2004,2024-03-08,1997.6809231501607,7,0.02036549722399318,-0.8255380556140381
256,2004,2024-02-19,1372.099056842985,2,0.022576213553692485,0.6650621707391695
257,2004,2023-07-05,3049.6790186356593,3,0.025425615726660654,-0.6349914038911837
258,2004,2023-08-09,4904.070623282378,1,0.03965751659712709,-0.31967265042846815
259,2004,2024-12-05,4689.337121911876,1,0.0334532351512255,-0.4696049362354766
260,2004,2024-04-14,2926.26560442409,7,0.02737543770546224,-0.39499843520164113
261,2004,2023-12-08,3627.048266616689,3,0.041687758349557257,-0.293471968060969
262,2004,2023-09-17,2751.4959357331963,5,0.04852144233182327,-0.48097407358906374
263,2004,2023-12-17,3877.0417135260946,1,0.0440455167753533,0.4836656085803568
264,2004,2024-01-18,1866.212364849509,6,0.027412300292858294,0.2175195947894879
265,2004,2023-10-31,3366.2263732735114,6,0.048075424230601814,-0.28319334289874365
266,2004,2023-08-10,3127.1732727614344,3,0.025935096844109773,0.2294586144811086
267,2004,2024-04-05,2859.3844798200826,0,0.048219459944824315,0.4169740676026279
268,2004,2023-07-02,2995.3938426728873,0,0.029716337110731218,-0.5030067169553591
269,2004,2023-06-30,1861.5453107750423,6,0.02535438882082191,-0.46116648673758487
270,2004,2024-07-25,2193.220727891822,3,0.01859899429733449,-0.13856919231049858
271,2004,2024-05-22,1949.3957138471555,3,0.027161929364783795,0.47645716575292507
272,2004,2023-10-22,1761.2492219633405,6,0.04921917131934624,-0.49811995750139193
273,2004,2024-11-15,1367.710786854334,3,0.0364881576991437,-0.7517286466580713
274,2004,2024-06-09,2834.1776385934963,2,0.03219642812796005,0.8244359029300996
275,2004,2024-09-24,4363.123642473531,0,0.029058953421400073,0.7611996542501476
276,2004,2024-09-02,4254.124381835598,3,0.017785545369643788,0.34489807238269465
277,2004,2023-11-24,3876.9090612492546,3,0.036102906213258346,-0.1886854084840579
278,2004,2024-03-08,1174.4416675526202,5,0.02515972744474301,-0.9336775783903193
279,2004,2024-07-19,1976.8141882437624,5,0.04371134905285117,-0.050570600151190526
280,2004,2023-09-18,1782.1642610528215,1,0.04733755275854954,-0.6483121310165174
281,2004,2024-09-29,3840.7583898152384,7,0.020086325957499554,-0.7484899718166391
282,2004,2023-09-07,2694.0847807932196,6,0.022274984584890474,0.11247003025774682
283,2004,2023-10-16,1022.7823137214807,4,0.02607496381324704,-0.35125215235001006
284,2004,2023-12-26,1835.511268666293,2,0.04058787176579005,-0.568545292300451
285,2004,2024-01-07,2468.9145569530656,3,0.01245847257708313,0.5981474302750371
286,2004,2023-12-14,4431.052726519139,7,0.04916012489110277,0.9012865473537561
287,2004,2024-07-23,2948.358380721419,5,0.02185256357157514,0.38833075154214947
288,2004,2024-12-31,3898.4237976341233,0,0.04473420358341053,-0.587356118920227
289,2004,2024-08-13,2595.8146852429527,0,0.04155373237469026,-0.5546257314893035
290,2004,2023-04-28,2928.7238343772137,7,0.041238619705106075,0.2093195278765274
291,2004,2024-03-14,1796.1647131868358,2,0.02969360616662839,0.9605490560511554
292,2004,2023-08-03,1767.6654480569875,3,0.0197083018649926,-0.1690900491316527
293,2004,2023-11-24,4180.172568860867,2,0.044396923641610755,0.5375698493307721
294,2004,2024-04-13,2690.6320725833457,5,0.020503728344278795,0.18221786531550066
295,2004,2023-07-10,3225.306625125522,1,0.022920751080329052,-0.5103919344785488
296,2004,2024-08-18,3516.6820998665435,1,0.024457602694760352,-0.1068779630143768
297,2004,2024-02-18,2694.7568936407815,1,0.03419928686768544,-0.8657666537914053
298,2004,2023-10-09,2859.1345519005977,4,0.04745270984244432,-0.7038320236557793
299,2004,2024-03-17,4526.357380542222,2,0.017943641034686517,-0.03434324844104486
300,2004,2024-11-05,2963.869366999057,2,0.01939200751885693,0.1931668954859187
301,2004,2024-11-13,4348.236894728167,5,0.019710851352274607,0.011451488404292665
302,2004,2023-06-02,2873.5787297861098,1,0.0421960771342171,-0.029068499376345258
303,2004,2024-12-10,1191.976138602813,6,0.021956331980462637,0.4432676726150615
304,2004,2024-02-27,3163.0501884115174,2,0.03852048611361527,0.7808503037435506
305,2004,2023-03-25,1147.790589108594,2,0.016462971569090636,-0.5876355328910137
306,2004,2023-02-17,3192.7687852766903,7,0.0374998925413896,-0.31533660347567927
307,2004,2024-08-24,4479.20845809795,0,0.045167907973180356,-0.6197563434091358
308,2004,2023-02-24,3127.3052463672916,0,0.049581287059493995,-0.8848548541516759
309,2004,2023-01-27,1333.7232190204809,6,0.026705172442020163,0.7092249558176662
310,2004,2024-06-15,2594.3560636799452,4,0.010397954683839089,0.291084402796876
311,2004,2023-10-06,2175.21382459355,7,0.015997218309692293,-0.7844296507532857
312,2004,2024-08-09,4475.593279370232,7,0.010130609821024343,0.037172979046232735
313,2004,2024-07-29,3203.283500603113,0,0.014637996371206472,-0.5999178105581258
314,2004,2024-09-15,4448.888852578864,3,0.014678885900739812,0.649407281457355
315,2004,2024-12-22,1772.3572716565825,6,0.04982183375068399,-0.057176644607420446
316,2005,2024-06-01,3189.083851342866,7,0.013290955691601627,-0.897413479651449
317,2005,2023-01-19,1829.6979235474557,0,0.01643155651903211,-0.09787169417680008
318,2005,2024-09-23,3519.7920923754227,2,0.039053176830155314,-0.08790218946357031
319,2005,2024-05-03,2507.721302114678,4,0.012576582223599773,0.07667394765538749
320,2005,2024-11-13,2804.1466534457186,1,0.026094303234024695,-0.8523257570657794
321,2005,2024-11-24,1775.2611109271097,1,0.034337273742503824,0.8301684089637409
322,2005,2024-08-13,3526.0775006336385,6,0.0331070283706738,-0.3152397902649857
323,2005,2023-07-15,1541.8883741771342,7,0.030335482082860202,0.2925287730200681
324,2005,2024-12-11,4870.064204886897,6,0.04047811020584018,-0.6340032306689689
325,2005,2024-03-13,1958.644154671664,0,0.048280206372284674,0.5159988651027967
326,2005,2024-07-15,1771.680999460814,7,0.038078061024464364,0.6669491529904443
327,2005,2023-03-29,2745.0019687351696,4,0.010379069133466916,0.33622052602318875
328,2005,2023-10-17,1278.941492727649,1,0.019512113340694213,-0.8059380668116785
329,2005,2024-08-06,4481.871395832646,2,0.04336150743296594,-0.5296784110840933
330,2005,2024-06-19,4017.5325817093876,0,0.030334539659348424,-0.15768975232070548
331,2005,2023-04-21,1874.8818348388963,2,0.018866308377937156,-0.8183955162004592
332,2005,2023-07-26,1995.2690577776405,3,0.03358604162873376,0.7644295043200666
333,2005,2024-11-19,1620.191628321927,6,0.020475168816636892,0.26715777982888533
334,2005,2023-11-21,1404.7847113940973,7,0.030613746505238196,-0.10629232021550772
335,2005,2023-02-15,1201.7377014795577,4,0.04063103556870507,-0.8096096705029274
336,2005,2024-08-11,2353.481645669055,6,0.03315861523875697,0.7017066371500567
337,2005,2023-03-12,2043.4162382813583,3,0.042411271507683417,-0.12667063047962746
338,2005,2024-06-02,4310.470438756807,0,0.04686368559520295,-0.12359126229099471
339,2005,2024-03-31,2048.22908880267,3,0.028457650857653706,-0.8103760677398335
